Customer_ID,Gender,Age,Tenure_Months,Contract_Type,Payment_Method,Customer_Segment,Monthly_Charges,Total_Charges,Churn
CUST0681,Female,19,6,One Year,Electronic Check,Young,82.04,475.36,No
CUST0682,Male,20,25,One Year,Bank Transfer,Young,123.1,3140.44,No
CUST0683,Male,40,13,One Year,Electronic Check,Adult,147.56,1850.11,No
CUST0684,Female,29,8,Month-to-Month,UPI,Young,141.22,1192.32,Yes
CUST0685,Male,37,21,Month-to-Month,UPI,Adult,141.4,2714.5,Yes
CUST0686,Female,22,68,Two Year,UPI,Young,72.29,5073.4,No
CUST0687,Female,54,25,Month-to-Month,Bank Transfer,Senior,80.94,2148.63,No
CUST0688,Male,55,68,One Year,Bank Transfer,Senior,111.73,7860.26,No
CUST0689,Male,47,45,Two Year,Electronic Check,Adult,139.88,6291.11,No
CUST0690,Female,26,60,Month-to-Month,Electronic Check,Young,38.46,2515.43,No
CUST0691,Female,51,12,One Year,Credit Card,Senior,59.55,686.01,No
CUST0692,Female,70,32,Month-to-Month,Bank Transfer,Senior,38.1,1101.95,Yes
CUST0693,Male,61,13,One Year,UPI,Senior,99.56,1276.68,No
CUST0694,Female,52,31,Month-to-Month,Electronic Check,Senior,59.82,1681.22,No
CUST0695,Female,69,20,Month-to-Month,UPI,Senior,62.39,1361.08,No
CUST0696,Female,39,18,One Year,Bank Transfer,Adult,29.22,495.45,No
CUST0697,Male,61,60,Two Year,Bank Transfer,Senior,65.47,4155.19,No
CUST0698,Female,41,63,One Year,Electronic Check,Adult,132.12,8780.64,Yes
CUST0699,Female,34,6,Month-to-Month,Electronic Check,Adult,50.3,284.76,Yes
CUST0700,Male,27,32,Month-to-Month,Credit Card,Young,110.37,3617.47,No
CUST0701,Female,47,43,One Year,Bank Transfer,Adult,101.85,3983.71,No
CUST0702,Female,63,2,Month-to-Month,Electronic Check,Senior,132.25,263.63,Yes
CUST0703,Male,40,60,Two Year,Credit Card,Adult,37.2,2015.34,No
CUST0704,Female,49,23,Two Year,UPI,Adult,147.09,3668.02,No
CUST0705,Male,34,31,One Year,UPI,Adult,95.74,3250.54,No
CUST0706,Male,67,5,Two Year,UPI,Senior,149.41,705.56,Yes
CUST0707,Female,68,34,Month-to-Month,Credit Card,Senior,138.5,4434.09,No
CUST0708,Female,34,10,One Year,Electronic Check,Adult,48.8,512.76,Yes
CUST0709,Female,31,2,Month-to-Month,Bank Transfer,Adult,27.3,51.91,No
CUST0710,Female,26,11,Two Year,Credit Card,Young,53.23,631.8,No
CUST0711,Male,57,50,Month-to-Month,Electronic Check,Senior,88.58,4494.49,No
CUST0712,Female,19,31,One Year,Electronic Check,Young,42.31,1272.47,No
CUST0713,Male,62,56,Two Year,Credit Card,Senior,41.77,2494.76,No
CUST0714,Female,42,9,Month-to-Month,Electronic Check,Adult,80.14,720.31,Yes
CUST0715,Female,56,21,Month-to-Month,Electronic Check,Senior,24.32,552.77,No
CUST0716,Female,26,28,One Year,Electronic Check,Young,35.85,1089.73,No
CUST0717,Male,39,62,Month-to-Month,Electronic Check,Adult,74.06,4284.46,No
CUST0718,Female,60,7,Month-to-Month,Bank Transfer,Senior,28.21,177.81,Yes
CUST0719,Female,63,16,Month-to-Month,Credit Card,Senior,71.58,1256.13,No
CUST0720,Female,21,4,Month-to-Month,Bank Transfer,Young,81.62,353.0,Yes
CUST0721,Female,43,4,Two Year,Electronic Check,Adult,78.66,286.67,Yes
CUST0722,Male,46,40,One Year,Electronic Check,Adult,132.99,5673.92,Yes
CUST0723,Female,62,17,Month-to-Month,Bank Transfer,Senior,88.91,1498.71,No
CUST0724,Male,51,52,Month-to-Month,Credit Card,Senior,80.84,4001.03,No
CUST0725,Male,40,52,Month-to-Month,Credit Card,Adult,73.39,4105.36,No
CUST0726,Male,54,36,Month-to-Month,Credit Card,Senior,126.29,4270.62,Yes
CUST0727,Male,28,38,Month-to-Month,UPI,Young,136.36,5645.23,Yes
CUST0728,Male,23,50,Month-to-Month,Electronic Check,Young,130.92,6160.6,Yes
CUST0729,Male,35,63,Month-to-Month,Credit Card,Adult,107.56,6930.35,No
CUST0730,Female,38,63,One Year,Bank Transfer,Adult,37.86,2253.08,No
CUST0731,Male,59,62,Month-to-Month,Credit Card,Senior,55.99,3503.09,No
CUST0732,Male,53,7,One Year,Electronic Check,Senior,25.99,188.62,Yes
CUST0733,Male,58,27,One Year,Credit Card,Senior,141.01,3571.39,Yes
CUST0734,Female,55,14,One Year,Bank Transfer,Senior,105.9,1488.79,Yes
CUST0735,Female,51,71,One Year,Electronic Check,Senior,117.03,8257.71,Yes
CUST0736,Male,34,5,Month-to-Month,Electronic Check,Adult,60.5,276.55,No
CUST0737,Female,54,55,Two Year,Electronic Check,Senior,129.93,7601.09,Yes
CUST0738,Male,42,2,One Year,UPI,Adult,53.75,103.97,No
CUST0739,Male,55,62,Month-to-Month,Electronic Check,Senior,20.21,1271.71,No
CUST0740,Female,29,21,Two Year,UPI,Young,68.93,1451.81,No
CUST0741,Male,40,21,One Year,Credit Card,Adult,94.2,1983.45,No
CUST0742,Female,70,10,Month-to-Month,UPI,Senior,82.23,757.7,No
CUST0743,Female,59,58,Month-to-Month,UPI,Senior,132.07,7542.83,Yes
CUST0744,Male,39,39,Month-to-Month,Credit Card,Adult,33.7,1301.78,No
CUST0745,Male,38,5,Two Year,Electronic Check,Adult,92.0,481.5,No
CUST0746,Female,44,65,One Year,Electronic Check,Adult,86.69,6018.04,Yes
CUST0747,Male,48,13,Two Year,Electronic Check,Adult,56.58,742.16,No
CUST0748,Male,23,53,One Year,Bank Transfer,Young,126.89,6169.38,No
CUST0749,Male,44,45,Month-to-Month,Electronic Check,Adult,117.87,5024.99,No
CUST0750,Female,57,32,Month-to-Month,Electronic Check,Senior,115.27,3441.45,Yes
CUST0751,Female,51,36,One Year,Credit Card,Senior,133.91,4458.83,Yes
CUST0752,Male,29,60,One Year,UPI,Young,113.96,6654.21,No
CUST0753,Female,62,11,Two Year,Electronic Check,Senior,50.14,521.69,Yes
CUST0754,Female,70,63,Month-to-Month,Electronic Check,Senior,111.72,6641.82,No
CUST0755,Female,24,21,Month-to-Month,Electronic Check,Young,60.0,1147.78,No
CUST0756,Female,27,52,One Year,UPI,Young,51.48,2418.72,No
CUST0757,Female,62,55,One Year,Bank Transfer,Senior,29.49,1493.09,No
CUST0758,Male,34,26,One Year,Electronic Check,Adult,116.72,2835.76,No
CUST0759,Male,43,68,One Year,Electronic Check,Adult,112.43,7539.71,Yes
CUST0760,Male,38,34,Month-to-Month,Electronic Check,Adult,50.48,1719.93,No
CUST0761,Female,45,52,One Year,Electronic Check,Adult,117.42,5666.94,No
CUST0762,Female,63,52,One Year,UPI,Senior,139.32,7135.66,No
CUST0763,Male,19,29,Two Year,Bank Transfer,Young,34.04,955.92,No
CUST0764,Female,60,38,Two Year,Credit Card,Senior,50.24,1788.24,No
CUST0765,Male,18,42,Month-to-Month,UPI,Young,117.53,4449.39,No
CUST0766,Male,68,21,Month-to-Month,Electronic Check,Senior,55.69,1161.78,No
CUST0767,Male,70,42,Two Year,Bank Transfer,Senior,101.21,4408.65,No
CUST0768,Female,53,13,Month-to-Month,UPI,Senior,30.55,375.41,No
CUST0769,Female,68,64,Two Year,Credit Card,Senior,78.79,4671.23,No
CUST0770,Male,43,17,Month-to-Month,Bank Transfer,Adult,116.08,2126.11,Yes
CUST0771,Male,46,9,One Year,Electronic Check,Adult,109.25,939.01,No
CUST0772,Male,38,41,Two Year,Electronic Check,Adult,125.96,4878.89,No
CUST0773,Male,28,1,Two Year,Electronic Check,Young,134.07,143.65,Yes
CUST0774,Female,57,2,Month-to-Month,Credit Card,Senior,120.51,256.31,No
CUST0775,Female,28,60,One Year,Bank Transfer,Young,107.31,6372.08,No
CUST0776,Male,53,48,Month-to-Month,UPI,Senior,24.12,1155.27,Yes
CUST0777,Male,66,29,Month-to-Month,Bank Transfer,Senior,89.55,2450.35,No
CUST0778,Female,56,10,One Year,UPI,Senior,24.9,228.0,No
CUST0779,Female,57,58,One Year,UPI,Senior,125.05,7359.42,Yes
CUST0780,Male,52,60,Two Year,Electronic Check,Senior,61.69,3404.06,No
CUST0781,Male,51,21,Month-to-Month,Credit Card,Senior,93.12,1935.68,No
CUST0782,Male,64,28,Month-to-Month,Electronic Check,Senior,56.33,1716.19,Yes
CUST0783,Female,41,34,Month-to-Month,Bank Transfer,Adult,121.73,4513.66,No
CUST0784,Female,39,8,Month-to-Month,UPI,Adult,135.25,1025.59,No
CUST0785,Female,22,59,Month-to-Month,Electronic Check,Young,71.82,4342.56,No
CUST0786,Male,50,72,One Year,Bank Transfer,Senior,132.18,9467.62,No
CUST0787,Male,53,49,Month-to-Month,Bank Transfer,Senior,54.72,2882.74,No
CUST0788,Female,64,17,Two Year,Credit Card,Senior,89.51,1452.11,No
CUST0789,Female,37,60,Two Year,Credit Card,Adult,131.64,7114.41,No
CUST0790,Male,36,45,One Year,Credit Card,Adult,62.36,2616.82,No
CUST0791,Female,52,69,Two Year,Electronic Check,Senior,144.03,9638.98,No
CUST0792,Female,69,32,One Year,Electronic Check,Senior,35.84,1104.61,Yes
CUST0793,Male,60,44,Month-to-Month,Electronic Check,Senior,22.38,1042.1,No
CUST0794,Female,34,65,Month-to-Month,Credit Card,Adult,137.54,9262.95,No
CUST0795,Male,62,8,Month-to-Month,Electronic Check,Senior,28.92,222.09,Yes
CUST0796,Male,60,72,One Year,UPI,Senior,148.95,10633.77,Yes
CUST0797,Male,51,43,Two Year,Credit Card,Senior,143.68,5678.49,No
CUST0798,Male,26,1,Month-to-Month,Bank Transfer,Young,37.81,40.82,No
CUST0799,Male,43,51,Two Year,Credit Card,Adult,89.89,4983.62,No
CUST0800,Male,19,24,One Year,Credit Card,Young,44.04,1158.39,No
CUST0801,Male,70,24,Month-to-Month,UPI,Senior,75.66,1949.69,No
CUST0802,Female,26,17,Two Year,Electronic Check,Young,27.99,444.8,No
CUST0803,Male,26,5,Month-to-Month,Electronic Check,Young,49.11,223.26,Yes
CUST0804,Male,57,20,Month-to-Month,Bank Transfer,Senior,67.23,1366.01,No
CUST0805,Female,34,21,One Year,Electronic Check,Adult,77.02,1750.89,No
CUST0806,Female,18,58,Month-to-Month,Electronic Check,Young,147.07,7979.62,No
CUST0807,Female,42,31,One Year,Credit Card,Adult,125.02,3493.52,No
CUST0808,Male,60,11,Month-to-Month,Electronic Check,Senior,115.86,1352.33,Yes
CUST0809,Female,57,52,Month-to-Month,,Senior,89.82,4275.31,No
CUST0810,Male,59,15,Two Year,Electronic Check,Senior,129.2,1904.55,No
CUST0811,Male,42,7,Month-to-Month,UPI,Adult,64.11,464.83,Yes
CUST0812,Male,56,28,Month-to-Month,Bank Transfer,Senior,112.16,2975.16,Yes
CUST0813,Male,52,51,Month-to-Month,Bank Transfer,Senior,149.19,6975.59,No
CUST0814,Female,20,58,Two Year,Bank Transfer,Young,60.9,3722.95,No
CUST0815,Female,67,5,Month-to-Month,UPI,Senior,107.62,552.11,Yes
CUST0816,Male,54,5,Month-to-Month,Electronic Check,Senior,129.76,712.19,No
CUST0817,Male,61,8,Month-to-Month,UPI,Senior,139.05,1077.76,Yes
CUST0818,Male,61,64,Month-to-Month,Bank Transfer,Senior,113.33,6617.4,Yes
CUST0819,Female,68,10,Two Year,Bank Transfer,Senior,56.87,595.35,Yes
CUST0820,Male,47,38,One Year,Credit Card,Adult,62.42,2382.27,No
CUST0821,Male,55,8,Month-to-Month,Electronic Check,Senior,22.7,171.18,No
CUST0822,Female,51,25,One Year,Credit Card,Senior,118.92,3140.52,No
CUST0823,Female,29,66,Month-to-Month,Bank Transfer,Young,25.56,1587.01,No
CUST0824,Male,36,50,Two Year,Electronic Check,Adult,132.4,6303.12,No
CUST0825,Female,54,67,Two Year,Bank Transfer,Senior,35.43,2180.36,No
CUST0826,Female,61,49,Month-to-Month,Electronic Check,Senior,42.34,2032.93,No
CUST0827,Male,66,36,Two Year,Electronic Check,Senior,81.95,2902.36,No
CUST0828,Female,34,68,One Year,Electronic Check,Adult,115.92,7905.52,No
CUST0829,Male,27,41,Month-to-Month,Electronic Check,Young,38.07,1626.1,Yes
CUST0830,Female,66,62,Month-to-Month,Credit Card,Senior,77.21,5175.82,Yes
CUST0831,Male,64,10,Month-to-Month,Electronic Check,Senior,82.77,767.73,Yes
CUST0832,Male,29,21,One Year,UPI,Young,47.6,910.51,No
CUST0833,Male,33,36,Two Year,Credit Card,Adult,35.02,1139.32,No
CUST0834,Female,41,12,One Year,Electronic Check,Adult,128.73,1434.66,No
CUST0835,Male,36,2,Two Year,Bank Transfer,Adult,85.32,176.03,Yes
CUST0836,Female,25,13,One Year,UPI,Young,21.87,297.24,No
CUST0837,Male,48,53,Two Year,Bank Transfer,Adult,124.39,6970.44,No
CUST0838,Male,38,32,One Year,Electronic Check,Adult,147.5,4478.06,No
CUST0839,Female,34,16,Month-to-Month,UPI,Adult,98.77,1518.97,No
CUST0840,Male,40,32,One Year,Bank Transfer,Adult,85.48,2726.13,No
CUST0841,Male,54,32,Two Year,Electronic Check,Senior,134.19,3918.93,No
CUST0842,Female,33,11,Month-to-Month,Electronic Check,Adult,143.83,1617.3,No
CUST0843,Male,23,10,Two Year,Credit Card,Young,118.09,1295.15,No
CUST0844,Male,25,15,Month-to-Month,Electronic Check,Young,77.91,1136.12,Yes
CUST0845,Male,42,17,Month-to-Month,UPI,Adult,96.99,1732.21,Yes
CUST0846,Male,35,40,Two Year,Credit Card,Adult,111.12,4444.83,No
CUST0847,Female,42,18,Month-to-Month,UPI,Adult,45.26,754.04,Yes
CUST0848,Female,29,55,Month-to-Month,Credit Card,Young,,4368.39,No
CUST0849,Male,32,25,Month-to-Month,Electronic Check,Adult,127.88,3069.04,Yes
CUST0850,Female,43,59,Two Year,Electronic Check,Adult,105.11,5624.01,No
CUST0851,Male,58,22,Month-to-Month,Credit Card,Senior,73.46,1659.73,No
CUST0852,Female,62,30,Two Year,Bank Transfer,Senior,106.24,3416.0,No
CUST0853,Male,43,44,Month-to-Month,Bank Transfer,Adult,35.37,1507.96,No
CUST0854,Male,64,32,Two Year,Electronic Check,Senior,72.19,2259.39,No
CUST0855,Male,49,51,Two Year,Electronic Check,Adult,123.11,6769.62,No
CUST0856,Male,27,46,Month-to-Month,Electronic Check,Young,48.67,2379.24,Yes
CUST0857,Male,33,21,Month-to-Month,Bank Transfer,Adult,44.17,967.45,No
CUST0858,Male,24,32,Month-to-Month,Electronic Check,Young,143.61,4364.64,Yes
CUST0859,Female,34,39,One Year,Credit Card,Adult,47.29,1995.62,No
CUST0860,Male,40,12,Month-to-Month,Bank Transfer,Adult,53.92,602.32,No
CUST0861,Female,43,47,Month-to-Month,UPI,Adult,146.05,7038.39,No
CUST0862,Male,38,18,Month-to-Month,Electronic Check,Adult,115.51,1883.24,No
CUST0863,Female,39,21,Month-to-Month,Electronic Check,Adult,110.95,2396.92,No
CUST0864,Female,24,13,Month-to-Month,Bank Transfer,Young,130.88,1625.6,No
CUST0865,Female,31,21,One Year,Bank Transfer,Adult,35.06,728.85,No
CUST0866,Male,32,8,Two Year,Electronic Check,Adult,111.77,866.49,Yes
CUST0867,Male,70,46,Month-to-Month,UPI,Senior,85.48,3674.73,No
CUST0868,Female,24,7,One Year,UPI,Young,127.79,916.35,No
CUST0869,Male,26,23,Month-to-Month,Electronic Check,Young,86.06,2130.59,No
CUST0870,Female,68,22,Two Year,Electronic Check,Senior,100.63,2417.13,No
CUST0871,Male,65,22,Two Year,Credit Card,Senior,82.11,1695.27,No
CUST0872,Female,25,29,Two Year,Bank Transfer,Young,82.16,2486.22,No
CUST0873,Female,67,13,Two Year,Electronic Check,Senior,119.84,1609.13,No
CUST0874,Male,40,2,Month-to-Month,Bank Transfer,Adult,101.71,197.05,Yes
CUST0875,Female,46,29,Two Year,Bank Transfer,Adult,102.32,2681.89,No
CUST0876,Male,35,52,One Year,Electronic Check,Adult,78.54,4239.1,No
CUST0877,Female,48,27,Month-to-Month,Bank Transfer,Adult,89.04,2618.28,No
CUST0878,Female,47,50,Two Year,UPI,Adult,116.94,6001.5,No
CUST0879,Male,69,23,Month-to-Month,Electronic Check,Senior,127.37,2891.6,Yes
CUST0880,Male,56,44,One Year,Electronic Check,Senior,110.55,4888.67,Yes
CUST0881,Male,52,22,Month-to-Month,Credit Card,Senior,140.13,2897.66,No
CUST0882,Female,35,43,Month-to-Month,UPI,Adult,126.64,5718.39,No
CUST0883,Male,59,37,One Year,UPI,Senior,93.04,3612.14,No
CUST0884,Female,56,61,One Year,Credit Card,Senior,107.28,6080.13,No
CUST0885,Female,34,56,Month-to-Month,Bank Transfer,Adult,140.42,8457.97,No
CUST0886,Male,31,3,Month-to-Month,Credit Card,Adult,100.49,287.55,Yes
CUST0887,Male,48,63,Two Year,Credit Card,Adult,127.22,8787.9,No
CUST0888,Female,41,19,Month-to-Month,Electronic Check,Adult,109.55,2032.7,Yes
CUST0889,Female,52,23,Month-to-Month,Electronic Check,Senior,91.75,1974.3,Yes
CUST0890,Male,61,29,Two Year,Electronic Check,Senior,51.44,1447.52,No
CUST0891,Male,62,30,Two Year,Credit Card,Senior,75.38,2234.34,No
CUST0892,Male,51,39,Month-to-Month,Electronic Check,Senior,145.81,5196.76,Yes
CUST0893,Male,20,25,One Year,UPI,Young,105.51,2679.01,No
CUST0894,Male,54,8,Two Year,Electronic Check,Senior,93.37,761.55,Yes
CUST0895,Female,60,58,Two Year,Electronic Check,Senior,141.28,8585.81,No
CUST0896,Female,57,16,Month-to-Month,Credit Card,Senior,96.25,1394.98,Yes
CUST0897,Female,43,72,Month-to-Month,,Adult,88.39,6416.57,No
CUST0898,Female,40,1,Month-to-Month,Electronic Check,Adult,118.71,108.1,No
CUST0899,Male,61,5,Month-to-Month,Electronic Check,Senior,112.65,585.91,Yes
CUST0900,Male,56,3,One Year,UPI,Senior,45.11,123.31,Yes
CUST0901,Male,32,65,Month-to-Month,Electronic Check,Adult,81.27,5717.54,Yes
CUST0902,Female,66,4,One Year,Electronic Check,Senior,81.43,338.88,No
CUST0903,Female,21,64,Month-to-Month,UPI,Young,69.17,4433.42,No
CUST0904,Male,46,10,Month-to-Month,Electronic Check,Adult,87.25,862.29,Yes
CUST0905,Male,39,21,Two Year,Credit Card,Adult,73.7,1433.38,No
CUST0906,Female,42,46,Month-to-Month,Credit Card,Adult,45.91,2023.58,Yes
CUST0907,Female,30,27,Month-to-Month,Electronic Check,Adult,73.61,2134.13,No
CUST0908,Male,35,66,Two Year,Electronic Check,Adult,29.4,2097.36,No
CUST0909,Male,50,41,Month-to-Month,Electronic Check,Senior,94.85,3500.55,No
CUST0910,Female,33,13,One Year,Electronic Check,Adult,130.98,1734.8,No
CUST0911,Male,62,9,One Year,Electronic Check,Senior,114.29,1073.72,No
CUST0912,Male,59,36,Month-to-Month,Bank Transfer,Senior,66.85,2463.76,No
CUST0913,Male,61,58,Two Year,Credit Card,Senior,31.32,1664.58,No
CUST0914,Female,19,54,Month-to-Month,Credit Card,Young,46.28,2358.03,No
CUST0915,Female,52,12,Month-to-Month,UPI,Senior,90.91,1036.45,Yes
CUST0916,Female,59,14,Month-to-Month,Bank Transfer,Senior,46.92,700.46,Yes
CUST0917,Female,51,34,Month-to-Month,Electronic Check,Senior,90.72,3061.78,No
CUST0918,Female,47,53,Two Year,UPI,Adult,50.11,2648.83,No
CUST0919,Female,30,20,Month-to-Month,Electronic Check,Adult,130.36,2833.97,No
CUST0920,Female,30,16,Month-to-Month,Electronic Check,Adult,71.65,1177.83,No
CUST0921,Male,35,70,Month-to-Month,Bank Transfer,Adult,51.92,3924.18,No
CUST0922,Male,49,56,One Year,Credit Card,Adult,125.6,6972.42,No
CUST0923,Male,49,58,Month-to-Month,Credit Card,Adult,64.57,3482.48,No
CUST0924,Male,52,4,Month-to-Month,Electronic Check,Senior,34.49,149.82,No
CUST0925,Male,56,4,One Year,Credit Card,Senior,94.15,373.49,No
CUST0926,Male,63,20,Month-to-Month,Electronic Check,Senior,95.6,1790.26,Yes
CUST0927,Male,69,10,Month-to-Month,UPI,Senior,112.91,1084.48,No
CUST0928,Female,46,24,Month-to-Month,Electronic Check,Adult,51.23,1119.06,No
CUST0929,Female,66,26,Month-to-Month,UPI,Senior,77.69,2007.13,No
CUST0930,Male,46,37,Two Year,Credit Card,Adult,56.71,2246.46,Yes
CUST0931,Male,70,54,Month-to-Month,UPI,Senior,30.52,1791.0,Yes
CUST0932,Female,61,21,Month-to-Month,Bank Transfer,Senior,133.96,3056.56,No
CUST0933,Male,33,38,Month-to-Month,Bank Transfer,Adult,114.75,4033.66,No
CUST0934,Male,61,46,One Year,Electronic Check,Senior,59.19,2658.51,No
CUST0935,Female,64,4,One Year,Electronic Check,Senior,97.92,354.72,No
CUST0936,Male,27,60,Month-to-Month,Electronic Check,Young,46.16,2966.33,No
CUST0937,Female,47,57,One Year,UPI,Adult,135.73,7518.06,No
CUST0938,Male,42,45,One Year,UPI,Adult,34.94,1613.53,Yes
CUST0939,Female,56,20,Two Year,Credit Card,Senior,20.5,427.62,No
CUST0940,Female,37,17,Two Year,Electronic Check,Adult,85.26,1429.08,No
CUST0941,Female,22,71,Month-to-Month,Credit Card,Young,95.81,6539.17,Yes
CUST0942,Male,18,4,Month-to-Month,Bank Transfer,Young,95.27,416.31,No
CUST0943,Female,47,14,Month-to-Month,Credit Card,Adult,27.09,414.49,No
CUST0944,Male,66,3,Month-to-Month,Bank Transfer,Senior,60.83,174.8,No
CUST0945,Male,20,58,Two Year,UPI,Young,84.9,4904.13,No
CUST0946,Male,62,55,Month-to-Month,Electronic Check,Senior,48.16,2899.29,No
CUST0947,Male,31,4,Month-to-Month,Credit Card,Adult,133.44,480.9,Yes
CUST0948,Female,47,24,One Year,Credit Card,Adult,31.32,738.55,No
CUST0949,Female,67,34,Month-to-Month,Electronic Check,Senior,83.36,2607.76,No
CUST0950,Male,21,30,Month-to-Month,Electronic Check,Young,109.88,3302.44,No
CUST0951,Male,35,19,Month-to-Month,Electronic Check,Adult,54.03,928.98,No
CUST0952,Female,54,31,Month-to-Month,UPI,Senior,101.15,3077.26,Yes
CUST0953,Male,42,60,One Year,Credit Card,Adult,127.82,7240.8,Yes
CUST0954,Female,65,60,Month-to-Month,Credit Card,Senior,44.74,2702.28,No
CUST0955,Male,18,19,Month-to-Month,UPI,Young,139.24,2908.0,Yes
CUST0956,Male,70,49,Month-to-Month,Bank Transfer,Senior,91.96,4776.89,No
CUST0957,Female,63,63,Month-to-Month,Electronic Check,Senior,58.9,3967.21,No
CUST0958,Male,32,22,One Year,Credit Card,Adult,76.01,1717.46,No
CUST0959,Female,26,24,Month-to-Month,Credit Card,Young,60.58,1320.61,No
CUST0960,Male,32,30,Month-to-Month,Bank Transfer,Adult,114.26,3226.79,No
CUST0961,Male,66,58,Two Year,Bank Transfer,Senior,123.52,7773.21,No
CUST0962,Male,41,31,One Year,Bank Transfer,Adult,128.28,3870.19,Yes
CUST0963,Female,21,64,Month-to-Month,Electronic Check,Young,148.15,8729.97,Yes
CUST0964,Male,29,19,One Year,UPI,Young,122.87,2429.03,No
CUST0965,Male,54,48,One Year,Electronic Check,Senior,98.18,4523.62,No
CUST0966,Male,54,45,One Year,Electronic Check,Senior,64.1,2751.15,Yes
CUST0967,Male,60,55,Month-to-Month,Electronic Check,Senior,90.8,5491.38,No
CUST0968,Female,23,55,Two Year,Electronic Check,Young,25.34,1493.53,No
CUST0969,Female,56,18,Month-to-Month,Electronic Check,Senior,116.83,2064.22,No
CUST0970,Male,63,63,Month-to-Month,UPI,Senior,77.97,5383.93,Yes
CUST0971,Female,41,47,Month-to-Month,UPI,Adult,22.6,1094.09,No
CUST0972,Male,28,57,Month-to-Month,Electronic Check,Young,28.13,1681.02,Yes
CUST0973,Male,30,45,Two Year,Electronic Check,Adult,70.37,2869.94,No
CUST0974,Male,51,33,Month-to-Month,Electronic Check,Senior,95.84,2923.37,No
CUST0975,Female,42,17,Month-to-Month,Electronic Check,Adult,80.35,1402.31,No
CUST0976,Female,24,70,Two Year,Electronic Check,Young,100.5,7596.43,No
CUST0977,Female,69,4,Month-to-Month,UPI,Senior,82.44,337.92,Yes
CUST0978,Female,21,20,Month-to-Month,Electronic Check,Young,106.02,1965.2,Yes
CUST0979,Female,25,47,Month-to-Month,Credit Card,Young,48.49,2103.89,No
CUST0980,Female,37,15,Month-to-Month,Electronic Check,Adult,34.67,555.85,Yes
CUST0981,Female,46,70,Month-to-Month,UPI,Adult,97.54,6335.25,No
CUST0982,Female,70,47,One Year,Bank Transfer,Senior,83.01,3917.26,No
CUST0983,Female,68,9,Month-to-Month,UPI,Senior,23.49,191.84,No
CUST0984,Male,62,16,Month-to-Month,Bank Transfer,Senior,69.46,1018.15,No
CUST0985,Female,63,69,One Year,Electronic Check,Senior,33.8,2412.59,No
CUST0986,Female,27,61,One Year,Electronic Check,Young,89.08,5639.48,No
CUST0987,Female,60,10,Month-to-Month,Bank Transfer,Senior,71.45,691.85,No
CUST0988,Female,51,50,Month-to-Month,Credit Card,Senior,99.71,4701.93,No
CUST0989,Female,43,3,Month-to-Month,Credit Card,Adult,124.73,397.67,Yes
CUST0990,Female,58,70,Month-to-Month,Electronic Check,Senior,58.96,3893.69,Yes
CUST0991,Female,66,51,Month-to-Month,Electronic Check,Senior,145.07,7460.76,No
CUST0992,Female,20,19,Month-to-Month,Credit Card,Young,89.63,1862.44,No
CUST0993,Female,23,42,Two Year,Credit Card,Young,100.38,3919.03,No
CUST0994,Female,22,35,Month-to-Month,Bank Transfer,Young,108.49,4131.96,Yes
CUST0995,Female,22,46,One Year,Electronic Check,Young,106.68,4596.05,Yes
CUST0996,Male,64,26,Month-to-Month,Credit Card,Senior,86.43,2277.49,No
CUST0997,Male,40,69,One Year,Electronic Check,Adult,75.74,5097.51,No
CUST0998,Female,66,64,One Year,Electronic Check,Senior,26.99,1887.98,Yes
CUST0999,Female,26,37,Two Year,Credit Card,Young,22.87,807.86,No
CUST1000,Male,52,49,Month-to-Month,Electronic Check,Senior,66.53,3194.55,No
CUST0001,Male,34,20,Month-to-Month,Credit Card,Adult,48.83,944.11,No
CUST0002,Female,26,61,Two Year,Credit Card,Young,61.28,3654.12,No
CUST0003,Male,50,35,One Year,Bank Transfer,Senior,53.72,1744.21,No
CUST0004,Male,70,50,One Year,Credit Card,Senior,31.39,1644.26,No
CUST0005,Male,37,62,Month-to-Month,Credit Card,Adult,31.69,2105.05,No
